Position,Track Name,Artist,Streams
31,Paris,The Chainsmokers,696949
32,Body Like A Back Road,Sam Hunt,672905
33,Sign of the Times,Harry Styles,659894
34,Bounce Back,Big Sean,657149
35,T-Shirt,Migos,605513
36,goosebumps,Travis Scott,595495
37,Look At Me!,XXXTENTACION,595418
38,Bad and Boujee (feat. Lil Uzi Vert),Migos,595084
39,Gyalchester,Drake,569995
40,Fake Love,Drake,555542
41,Selfish,Future,552165
42,Now Or Never,Halsey,540042
43,Swang,Rae Sremmurd,519003
44,The One,The Chainsmokers,517623
45,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,516905
46,Believer,Imagine Dragons,507587
47,Redbone,Childish Gambino,489015
48,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,448828
49,Closer,The Chainsmokers,436131
50,Galway Girl,Ed Sheeran,434695
51,Unforgettable,French Montana,431752
52,Rolex,Ayo & Teo,431499
53,Symphony (feat. Zara Larsson),Clean Bandit,425420
54,Starboy,The Weeknd,415763
55,Say You Won't Let Go,James Arthur,412877
56,Cold,Maroon 5,412507
57,Good Life (with G-Eazy & Kehlani),G-Eazy,406810
58,I Feel It Coming,The Weeknd,401984
59,Black SpiderMan,Logic,401951
60,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,396141
61,Blem,Drake,393608
62,Scared to Be Lonely,Martin Garrix,393062
63,Moves,Big Sean,383799
64,The Cure,Lady Gaga,383716
65,Call On Me - Ryan Riback Extended Remix,Starley,381625
66,Despacito (Featuring Daddy Yankee),Luis Fonsi,381205
67,Green Light,Lorde,380779
68,do re mi,blackbear,378360
69,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,369840
70,Peek A Boo,Lil Yachty,360695
71,All Night (feat. Knox Fortune),Chance The Rapper,344077
72,Free Smoke,Drake,341826
73,Weak,AJR,340290
74,Everybody,Logic,339344
75,Teenage Fever,Drake,334168
76,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,332705
77,Broccoli (feat. Lil Yachty),DRAM,330348
78,Still Got Time,ZAYN,318261
79,Caroline,Aminé,317700
80,wokeuplikethis*,Playboi Carti,316630
81,No Promises (feat. Demi Lovato),Cheat Codes,314675
82,Everyday,Ariana Grande,308553
83,Love On The Brain,Rihanna,303924
84,Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha,298798
85,The Night We Met,Lord Huron,298375
86,Solo Dance,Martin Jensen,298320
87,X (feat. Future),21 Savage,298061
88,Losin Control,Russ,297573
89,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,296591
90,One Dance,Drake,296388
91,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,286434
92,Obsession (feat. Jon Bellion),Vice,286416
93,Castle on the Hill,Ed Sheeran,285163
94,Break Up Every Night,The Chainsmokers,281493
95,Touch,Little Mix,276824
96,Sacrifices,Drake,276272
97,Get Right Witcha,Migos,276008
98,24K Magic,Bruno Mars,275206
99,September Song,JP Cooper,274708
100,Black Beatles,Rae Sremmurd,274283
101,Both (feat. Drake),Gucci Mane,270077
102,History,Olivia Holt,269232
103,"How Far I'll Go - From ""Moana""",Alessia Cara,267418
104,You Was Right,Lil Uzi Vert,265943
105,Get It Together,Drake,264409
106,Slippery (feat. Gucci Mane),Migos,263938
107,pick up the phone,Young Thug,259320
108,Do Not Disturb,Drake,259027
109,First Day Out,Tee Grizzley,258571
110,The Heart Part 4,Kendrick Lamar,257900
111,White Iverson,Post Malone,253753
112,At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,250297
113,Low Life,Future,249886
114,No Role Modelz,J. Cole,248448
115,DEVASTATED,Joey Bada$$,243355
116,Water,Ugly God,241931
117,Chained To The Rhythm,Katy Perry,241485
118,Starving,Hailee Steinfeld,239318
119,No Heart,21 Savage,237495
120,Heatstroke,Calvin Harris,237097
121,Lights Down Low,MAX,235411
122,You Don't Know Me - Radio Edit,Jax Jones,235197
123,Perfect,Ed Sheeran,232807
124,Chill Bill,Rob $tone,232572
125,From The D To The A (feat. Lil Yachty),Tee Grizzley,231446
126,Party Monster,The Weeknd,231226
127,Hurricane,Luke Combs,230826
128,m.A.A.d city,Kendrick Lamar,229711
129,Don't Let Me Down,The Chainsmokers,229277
130,KMT,Drake,229029
131,Deja Vu,J. Cole,228123
132,Ice Melts,Drake,226527
133,PRBLMS,6LACK,226406
134,Happier,Ed Sheeran,225060
135,Comin Out Strong,Future,222347
136,Money Longer,Lil Uzi Vert,222065
137,No Long Talk,Drake,222049
138,Neighbors,J. Cole,221793
139,Hometown Girl,Josh Turner,220708
140,Bad Things (with Camila Cabello),Machine Gun Kelly,220645
141,Selfish,PnB Rock,220455
142,Down,Marian Hill,219517
143,beibs in the trap,Travis Scott,217712
144,Everyday We Lit (feat. PnB Rock),YFN Lucci,217213
145,Young Dumb & Broke,Khalid,214069
146,Heathens,Twenty One Pilots,213415
147,Saved,Khalid,213409
148,Go Flex,Post Malone,211804
149,In Case You Didn't Know,Brett Young,211494
150,Madiba Riddim,Drake,210493
151,4422,Drake,209886
152,TG4M,Zara Larsson,208397
153,All Time Low,Jon Bellion,207199
154,TEMPTATION,Joey Bada$$,206978
155,Party,Chris Brown,205192
156,No Flockin,Kodak Black,203751
157,Don't,Bryson Tiller,203190
158,Jorja Interlude,Drake,202562
159,No Favors,Big Sean,202527
160,Exchange,Bryson Tiller,201498
161,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,199988
162,Dirt On My Boots,Jon Pardi,199017
163,Side To Side,Ariana Grande,197934
164,Running Back (feat. Lil Wayne),Wale,197072
165,Needed Me,Rihanna,197006
166,"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",Young Thug,195771
167,Too Many Years,Kodak Black,194249
168,Let Me Love You,DJ Snake,194091
169,In the Name of Love,Martin Garrix,192374
170,Controlla,Drake,191999
171,The Other,Lauv,191075
172,Rent Money,Future,189085
173,Dive,Ed Sheeran,188545
174,Come and See Me (feat. Drake),PARTYNEXTDOOR,186918
175,Chanel,Frank Ocean,185250
176,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,183797
177,Skateboard P (feat. Big Sean),MadeinTYO,182994
178,Mercy,Shawn Mendes,182989
179,Don't Say,The Chainsmokers,182711
180,Ride,Twenty One Pilots,182545
181,Patty Cake,Kodak Black,182485
182,Star Of The Show,Thomas Rhett,182115
183,Panda,Desiigner,181721
184,Biking,Frank Ocean,181116
185,May We All,Florida Georgia Line,180873
186,Any Ol' Barstool,Jason Aldean,180419
187,Can't Have Everything,Drake,179965
188,Up,Desiigner,179886
189,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,179777
190,Gassed Up,Nebu Kiniza,177755
191,Too Good,Drake,177463
192,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,177144
193,My Type,The Chainsmokers,176655
194,No Frauds,Nicki Minaj,176120
195,Antidote,Travis Scott,175579
196,Bloodstream,The Chainsmokers,174474
197,Conscience (feat. Future),Kodak Black,173897
198,Candy Paint,Post Malone,173897
199,How Far I'll Go,Auli'i Cravalho,173531
200,What They Want,Russ,171887
1,HUMBLE.,Kendrick Lamar,3255141
2,DNA.,Kendrick Lamar,2622471
3,ELEMENT.,Kendrick Lamar,1768858
4,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1655228
5,Mask Off,Future,1570269
6,LOVE. FEAT. ZACARI.,Kendrick Lamar,1550615
7,XO TOUR Llif3,Lil Uzi Vert,1391291
8,XXX. FEAT. U2.,Kendrick Lamar,1338335
9,YAH.,Kendrick Lamar,1283276
10,FEEL.,Kendrick Lamar,1185770
11,PRIDE.,Kendrick Lamar,1159459
12,Passionfruit,Drake,1124979
13,iSpy (feat. Lil Yachty),KYLE,1100358
14,LUST.,Kendrick Lamar,1090428
15,That's What I Like,Bruno Mars,1065602
16,Shape of You,Ed Sheeran,1062657
17,FEAR.,Kendrick Lamar,934597
18,Despacito - Remix,Luis Fonsi,930984
19,Location,Khalid,924732
20,Congratulations,Post Malone,924145
21,Portland,Drake,899264
22,GOD.,Kendrick Lamar,895730
23,Stay (with Alessia Cara),Zedd,893843
24,Something Just Like This,The Chainsmokers,877026
25,Tunnel Vision,Kodak Black,876883
26,DUCKWORTH.,Kendrick Lamar,852667
27,BLOOD.,Kendrick Lamar,821341
28,It Ain't Me (with Selena Gomez),Kygo,789143
29,Slide,Calvin Harris,726756
30,Issues,Julia Michaels,723177
31,Bounce Back,Big Sean,660773
32,Body Like A Back Road,Sam Hunt,648642
33,Sign of the Times,Harry Styles,630601
34,T-Shirt,Migos,621205
35,Look At Me!,XXXTENTACION,602198
36,goosebumps,Travis Scott,599089
37,Bad and Boujee (feat. Lil Uzi Vert),Migos,596221
38,Paris,The Chainsmokers,583156
39,Gyalchester,Drake,563358
40,Selfish,Future,557316
41,Fake Love,Drake,556838
42,Swang,Rae Sremmurd,531925
43,Now Or Never,Halsey,517056
44,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,512108
45,Believer,Imagine Dragons,506259
46,The One,The Chainsmokers,500457
47,Redbone,Childish Gambino,497485
48,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,479773
49,The Cure,Lady Gaga,453588
50,Unforgettable,French Montana,431035
51,Closer,The Chainsmokers,429370
52,Symphony (feat. Zara Larsson),Clean Bandit,428995
53,Galway Girl,Ed Sheeran,422859
54,Good Life (with G-Eazy & Kehlani),G-Eazy,416710
55,Rolex,Ayo & Teo,414133
56,Cold,Maroon 5,413041
57,Say You Won't Let Go,James Arthur,412323
58,Starboy,The Weeknd,400044
59,I Feel It Coming,The Weeknd,397473
60,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,393782
61,do re mi,blackbear,388367
62,Moves,Big Sean,387065
63,Despacito (Featuring Daddy Yankee),Luis Fonsi,385825
64,Scared to Be Lonely,Martin Garrix,384483
65,Peek A Boo,Lil Yachty,382582
66,Black SpiderMan,Logic,380331
67,Call On Me - Ryan Riback Extended Remix,Starley,362079
68,Blem,Drake,359674
69,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,354679
70,Green Light,Lorde,354580
71,Break Up Every Night,The Chainsmokers,350317
72,Broccoli (feat. Lil Yachty),DRAM,340270
73,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,335944
74,Free Smoke,Drake,333003
75,Everybody,Logic,327310
76,Weak,AJR,324788
77,Teenage Fever,Drake,323541
78,No Promises (feat. Demi Lovato),Cheat Codes,321218
79,Caroline,Aminé,317577
80,wokeuplikethis*,Playboi Carti,312350
81,Everyday,Ariana Grande,307415
82,X (feat. Future),21 Savage,307391
83,Still Got Time,ZAYN,302249
84,The Night We Met,Lord Huron,300492
85,Losin Control,Russ,299098
86,Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha,298297
87,Love On The Brain,Rihanna,294828
88,One Dance,Drake,291206
89,Obsession (feat. Jon Bellion),Vice,291099
90,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,287653
91,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,284461
92,Solo Dance,Martin Jensen,282688
93,Get Right Witcha,Migos,280726
94,Black Beatles,Rae Sremmurd,280146
95,Touch,Little Mix,279177
96,24K Magic,Bruno Mars,276048
97,Castle on the Hill,Ed Sheeran,275756
98,Sacrifices,Drake,271171
99,Both (feat. Drake),Gucci Mane,270684
100,You Was Right,Lil Uzi Vert,270480
101,All Night (feat. Knox Fortune),Chance The Rapper,270221
102,Slippery (feat. Gucci Mane),Migos,268144
103,September Song,JP Cooper,268003
104,pick up the phone,Young Thug,267590
105,"How Far I'll Go - From ""Moana""",Alessia Cara,263089
106,White Iverson,Post Malone,261775
107,At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,260828
108,First Day Out,Tee Grizzley,260334
109,Get It Together,Drake,257326
110,Low Life,Future,256864
111,Do Not Disturb,Drake,256743
112,History,Olivia Holt,254312
113,No Role Modelz,J. Cole,253452
114,The Heart Part 4,Kendrick Lamar,252976
115,Starving,Hailee Steinfeld,245603
116,DEVASTATED,Joey Bada$$,243608
117,No Heart,21 Savage,243216
118,Lights Down Low,MAX,240866
119,From The D To The A (feat. Lil Yachty),Tee Grizzley,240578
120,You Don't Know Me - Radio Edit,Jax Jones,240381
121,Water,Ugly God,237917
122,Chill Bill,Rob $tone,237257
123,Party Monster,The Weeknd,234126
124,Heatstroke,Calvin Harris,232766
125,m.A.A.d city,Kendrick Lamar,231347
126,Deja Vu,J. Cole,231117
127,PRBLMS,6LACK,230784
128,Chained To The Rhythm,Katy Perry,230036
129,Hurricane,Luke Combs,228689
130,Perfect,Ed Sheeran,228194
131,Don't Let Me Down,The Chainsmokers,227018
132,Money Longer,Lil Uzi Vert,225366
133,KMT,Drake,224729
134,Neighbors,J. Cole,223874
135,Comin Out Strong,Future,223456
136,Happier,Ed Sheeran,222368
137,Everyday We Lit (feat. PnB Rock),YFN Lucci,222266
138,Selfish,PnB Rock,222216
139,Ice Melts,Drake,221925
140,beibs in the trap,Travis Scott,220661
141,Bad Things (with Camila Cabello),Machine Gun Kelly,219109
142,Go Flex,Post Malone,217793
143,Saved,Khalid,217198
144,Heathens,Twenty One Pilots,215252
145,No Long Talk,Drake,214816
146,Young Dumb & Broke,Khalid,214816
147,TG4M,Zara Larsson,212138
148,Hometown Girl,Josh Turner,210916
149,Exchange,Bryson Tiller,209207
150,Party,Chris Brown,209107
151,Don't,Bryson Tiller,208172
152,In Case You Didn't Know,Brett Young,208016
153,No Flockin,Kodak Black,207379
154,4422,Drake,204784
155,Down,Marian Hill,204625
156,All Time Low,Jon Bellion,204159
157,Madiba Riddim,Drake,203487
158,Hard Times,Paramore,203467
159,No Favors,Big Sean,203318
160,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,202785
161,Side To Side,Ariana Grande,201931
162,TEMPTATION,Joey Bada$$,200520
163,Running Back (feat. Lil Wayne),Wale,199080
164,Needed Me,Rihanna,197770
165,The Other,Lauv,197126
166,Come and See Me (feat. Drake),PARTYNEXTDOOR,196078
167,Too Many Years,Kodak Black,195639
168,Dirt On My Boots,Jon Pardi,195586
169,Jorja Interlude,Drake,194751
170,In the Name of Love,Martin Garrix,193526
171,Rent Money,Future,193336
172,Controlla,Drake,192290
173,Let Me Love You,DJ Snake,191873
174,"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",Young Thug,191207
175,Chanel,Frank Ocean,188191
176,Skateboard P (feat. Big Sean),MadeinTYO,187328
177,Mercy,Shawn Mendes,186256
178,No Frauds,Nicki Minaj,186087
179,Panda,Desiigner,185579
180,Dive,Ed Sheeran,185411
181,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,185098
182,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,184327
183,Too Good,Drake,182205
184,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,182205
185,Ride,Twenty One Pilots,182160
186,Patty Cake,Kodak Black,181896
187,Antidote,Travis Scott,181145
188,How Far I'll Go,Auli'i Cravalho,179726
189,Gassed Up,Nebu Kiniza,177940
190,Star Of The Show,Thomas Rhett,177450
191,Scars To Your Beautiful,Alessia Cara,177209
192,May We All,Florida Georgia Line,176936
193,Any Ol' Barstool,Jason Aldean,176458
194,Up,Desiigner,176118
195,Biking,Frank Ocean,174503
196,Can't Have Everything,Drake,173610
197,Conscience (feat. Future),Kodak Black,173544
198,Work from Home,Fifth Harmony,173145
199,Erase Your Social,Lil Uzi Vert,172935
200,What They Want,Russ,172563
1,HUMBLE.,Kendrick Lamar,3144482
2,DNA.,Kendrick Lamar,2532897
3,ELEMENT.,Kendrick Lamar,1644025
4,Mask Off,Future,1600705
5,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1539247
6,LOVE. FEAT. ZACARI.,Kendrick Lamar,1442858
7,XO TOUR Llif3,Lil Uzi Vert,1435412
8,XXX. FEAT. U2.,Kendrick Lamar,1226710
9,YAH.,Kendrick Lamar,1158907
10,Passionfruit,Drake,1131859
11,iSpy (feat. Lil Yachty),KYLE,1111225
12,Despacito - Remix,Luis Fonsi,1088155
13,FEEL.,Kendrick Lamar,1065367
14,That's What I Like,Bruno Mars,1060671
15,Shape of You,Ed Sheeran,1057795
16,PRIDE.,Kendrick Lamar,1046985
17,LUST.,Kendrick Lamar,985799
18,Congratulations,Post Malone,955728
19,Location,Khalid,943042
20,Portland,Drake,905683
21,Stay (with Alessia Cara),Zedd,894449
22,Tunnel Vision,Kodak Black,886729
23,Something Just Like This,The Chainsmokers,868333
24,FEAR.,Kendrick Lamar,834471
25,GOD.,Kendrick Lamar,818867
26,It Ain't Me (with Selena Gomez),Kygo,784283
27,DUCKWORTH.,Kendrick Lamar,766385
28,Slide,Calvin Harris,721274
29,BLOOD.,Kendrick Lamar,720031
30,Issues,Julia Michaels,717000
31,Bounce Back,Big Sean,678726
32,Body Like A Back Road,Sam Hunt,649684
33,T-Shirt,Migos,643739
34,goosebumps,Travis Scott,624558
35,Look At Me!,XXXTENTACION,617870
36,Bad and Boujee (feat. Lil Uzi Vert),Migos,608104
37,Sign of the Times,Harry Styles,595556
38,Paris,The Chainsmokers,571386
39,Gyalchester,Drake,570029
40,Fake Love,Drake,557004
41,Selfish,Future,545829
42,Swang,Rae Sremmurd,540215
43,Now Or Never,Halsey,519141
44,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,508879
45,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,503656
46,Believer,Imagine Dragons,496329
47,Redbone,Childish Gambino,490784
48,The One,The Chainsmokers,484198
49,Lust for Life (with The Weeknd),Lana Del Rey,464504
50,Unforgettable,French Montana,450840
51,The Cure,Lady Gaga,441628
52,Symphony (feat. Zara Larsson),Clean Bandit,429973
53,Closer,The Chainsmokers,425737
54,Galway Girl,Ed Sheeran,418724
55,Good Life (with G-Eazy & Kehlani),G-Eazy,416879
56,Say You Won't Let Go,James Arthur,415618
57,Rolex,Ayo & Teo,411617
58,Cold,Maroon 5,410662
59,Despacito (Featuring Daddy Yankee),Luis Fonsi,407179
60,I Feel It Coming,The Weeknd,401327
61,Starboy,The Weeknd,396411
62,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,394816
63,do re mi,blackbear,390374
64,Moves,Big Sean,385392
65,Scared to Be Lonely,Martin Garrix,380018
66,Black SpiderMan,Logic,367375
67,Peek A Boo,Lil Yachty,364723
68,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,361869
69,Call On Me - Ryan Riback Extended Remix,Starley,353188
70,Broccoli (feat. Lil Yachty),DRAM,351912
71,Green Light,Lorde,349225
72,Blem,Drake,345633
73,Free Smoke,Drake,340092
74,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,339703
75,Break Up Every Night,The Chainsmokers,331485
76,Weak,AJR,328021
77,Caroline,Aminé,327967
78,No Promises (feat. Demi Lovato),Cheat Codes,321363
79,Everybody,Logic,321121
80,Teenage Fever,Drake,318402
81,X (feat. Future),21 Savage,316946
82,wokeuplikethis*,Playboi Carti,316331
83,Hard Times,Paramore,307050
84,Losin Control,Russ,305832
85,One Dance,Drake,300410
86,Still Got Time,ZAYN,300398
87,Everyday,Ariana Grande,298907
88,Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha,296577
89,Solo Dance,Martin Jensen,296301
90,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,292332
91,Black Beatles,Rae Sremmurd,291452
92,Love On The Brain,Rihanna,291019
93,Get Right Witcha,Migos,288887
94,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,288330
95,The Night We Met,Lord Huron,284677
96,You Was Right,Lil Uzi Vert,284234
97,24K Magic,Bruno Mars,281655
98,Obsession (feat. Jon Bellion),Vice,280899
99,Both (feat. Drake),Gucci Mane,280466
100,Touch,Little Mix,279574
101,Slippery (feat. Gucci Mane),Migos,278328
102,Castle on the Hill,Ed Sheeran,277058
103,Sacrifices,Drake,274723
104,White Iverson,Post Malone,271737
105,September Song,JP Cooper,270440
106,pick up the phone,Young Thug,270154
107,Low Life,Future,267322
108,"How Far I'll Go - From ""Moana""",Alessia Cara,266502
109,History,Olivia Holt,265959
110,First Day Out,Tee Grizzley,262387
111,All Night (feat. Knox Fortune),Chance The Rapper,261310
112,No Role Modelz,J. Cole,259944
113,Do Not Disturb,Drake,258394
114,At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,257579
115,Get It Together,Drake,255315
116,DEVASTATED,Joey Bada$$,248746
117,Starving,Hailee Steinfeld,248404
118,No Heart,21 Savage,247302
119,Water,Ugly God,244889
120,Chill Bill,Rob $tone,244862
121,From The D To The A (feat. Lil Yachty),Tee Grizzley,243541
122,PRBLMS,6LACK,238031
123,Lights Down Low,MAX,237348
124,You Don't Know Me - Radio Edit,Jax Jones,236908
125,There's Nothing Holdin' Me Back,Shawn Mendes,236103
126,Deja Vu,J. Cole,234515
127,Party Monster,The Weeknd,234320
128,Money Longer,Lil Uzi Vert,234023
129,Heatstroke,Calvin Harris,231055
130,Neighbors,J. Cole,229414
131,Hurricane,Luke Combs,229307
132,Don't Let Me Down,The Chainsmokers,229276
133,m.A.A.d city,Kendrick Lamar,229052
134,beibs in the trap,Travis Scott,229036
135,The Heart Part 4,Kendrick Lamar,228837
136,Comin Out Strong,Future,228674
137,Selfish,PnB Rock,228552
138,Chained To The Rhythm,Katy Perry,227749
139,Everyday We Lit (feat. PnB Rock),YFN Lucci,226601
140,Go Flex,Post Malone,225106
141,Perfect,Ed Sheeran,224688
142,KMT,Drake,224393
143,Ice Melts,Drake,223981
144,Bad Things (with Camila Cabello),Machine Gun Kelly,221108
145,Saved,Khalid,220744
146,Young Dumb & Broke,Khalid,219526
147,Happier,Ed Sheeran,218210
148,Heathens,Twenty One Pilots,216055
149,No Long Talk,Drake,215759
150,Don't,Bryson Tiller,215540
151,No Flockin,Kodak Black,214378
152,Exchange,Bryson Tiller,213921
153,Party,Chris Brown,210982
154,Come and See Me (feat. Drake),PARTYNEXTDOOR,209708
155,TG4M,Zara Larsson,209615
156,No Frauds,Nicki Minaj,209291
157,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,208533
158,Needed Me,Rihanna,207163
159,Hometown Girl,Josh Turner,207118
160,4422,Drake,206619
161,In Case You Didn't Know,Brett Young,206027
162,Side To Side,Ariana Grande,205613
163,No Favors,Big Sean,205382
164,Madiba Riddim,Drake,204133
165,Down,Marian Hill,202980
166,All Time Low,Jon Bellion,201792
167,Too Many Years,Kodak Black,200296
168,Running Back (feat. Lil Wayne),Wale,200118
169,Mercy,Shawn Mendes,199781
170,Rent Money,Future,198386
171,Dirt On My Boots,Jon Pardi,196846
172,In the Name of Love,Martin Garrix,195986
173,Controlla,Drake,195808
174,TEMPTATION,Joey Bada$$,194493
175,Let Me Love You,DJ Snake,193683
176,Jorja Interlude,Drake,191385
177,Panda,Desiigner,190055
178,Too Good,Drake,189504
179,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,187255
180,Antidote,Travis Scott,186990
181,Skateboard P (feat. Big Sean),MadeinTYO,186518
182,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,185961
183,Gassed Up,Nebu Kiniza,185290
184,Patty Cake,Kodak Black,184299
185,Ride,Twenty One Pilots,184170
186,Treat You Better,Shawn Mendes,181917
187,Dive,Ed Sheeran,181837
188,How Far I'll Go,Auli'i Cravalho,181213
189,"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",Young Thug,180055
190,Chanel,Frank Ocean,179879
191,What They Want,Russ,179261
192,Kelly Price (feat. Travis Scott),Migos,178529
193,Scars To Your Beautiful,Alessia Cara,178381
194,May We All,Florida Georgia Line,178339
195,Erase Your Social,Lil Uzi Vert,178006
196,Star Of The Show,Thomas Rhett,176941
197,Both (feat. Drake & Lil Wayne) - Remix,Gucci Mane,176813
198,Any Ol' Barstool,Jason Aldean,176610
199,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,176486
200,Conscience (feat. Future),Kodak Black,174345
1,HUMBLE.,Kendrick Lamar,3172718
2,DNA.,Kendrick Lamar,2457711
3,Mask Off,Future,1682053
4,ELEMENT.,Kendrick Lamar,1559094
5,XO TOUR Llif3,Lil Uzi Vert,1499075
6,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1466128
7,Despacito - Remix,Luis Fonsi,1460611
8,LOVE. FEAT. ZACARI.,Kendrick Lamar,1404962
9,Passionfruit,Drake,1197000
10,iSpy (feat. Lil Yachty),KYLE,1162669
11,XXX. FEAT. U2.,Kendrick Lamar,1125774
12,That's What I Like,Bruno Mars,1102233
13,Shape of You,Ed Sheeran,1096840
14,YAH.,Kendrick Lamar,1083585
15,Congratulations,Post Malone,981063
16,PRIDE.,Kendrick Lamar,969497
17,FEEL.,Kendrick Lamar,967880
18,Portland,Drake,961261
19,Location,Khalid,951059
20,Tunnel Vision,Kodak Black,942700
21,Stay (with Alessia Cara),Zedd,917778
22,LUST.,Kendrick Lamar,911714
23,Something Just Like This,The Chainsmokers,875787
24,It Ain't Me (with Selena Gomez),Kygo,780954
25,Slide,Calvin Harris,761634
26,FEAR.,Kendrick Lamar,760919
27,GOD.,Kendrick Lamar,740544
28,Issues,Julia Michaels,710327
29,Bounce Back,Big Sean,702940
30,DUCKWORTH.,Kendrick Lamar,697658
31,Lust for Life (with The Weeknd),Lana Del Rey,690068
32,goosebumps,Travis Scott,670181
33,Body Like A Back Road,Sam Hunt,666824
34,BLOOD.,Kendrick Lamar,660363
35,T-Shirt,Migos,653672
36,Bad and Boujee (feat. Lil Uzi Vert),Migos,633252
37,Look At Me!,XXXTENTACION,626746
38,There's Nothing Holdin' Me Back,Shawn Mendes,603545
39,Gyalchester,Drake,588618
40,Fake Love,Drake,582369
41,Sign of the Times,Harry Styles,579750
42,Swang,Rae Sremmurd,574767
43,Paris,The Chainsmokers,573962
44,Selfish,Future,566495
45,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,560838
46,do re mi,blackbear,560397
47,The Cure,Lady Gaga,555809
48,Now Or Never,Halsey,530641
49,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,527708
50,Believer,Imagine Dragons,506052
51,Redbone,Childish Gambino,495209
52,The One,The Chainsmokers,475397
53,Unforgettable,French Montana,471715
54,Hard Times,Paramore,448013
55,Closer,The Chainsmokers,440588
56,Symphony (feat. Zara Larsson),Clean Bandit,437918
57,Rolex,Ayo & Teo,435599
58,Despacito (Featuring Daddy Yankee),Luis Fonsi,434970
59,Good Life (with G-Eazy & Kehlani),G-Eazy,423144
60,Starboy,The Weeknd,419923
61,Cold,Maroon 5,419068
62,Say You Won't Let Go,James Arthur,417982
63,I Feel It Coming,The Weeknd,416899
64,Galway Girl,Ed Sheeran,413669
65,Moves,Big Sean,400924
66,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,400543
